cluster	status	loglr	df	p	p.adjust	genes
chr4:clu_4104_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4105_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4106_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4107_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4108_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4109_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4110_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr4:clu_4111_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4112_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4113_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4114_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4115_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4116_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4117_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4118_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4119_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4120_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4121_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4122_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4123_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4124_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr4:clu_4125_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4126_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4127_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4128_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4129_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4130_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4131_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4132_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr4:clu_4133_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4134_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4135_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4136_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4137_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4138_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4139_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr4:clu_4140_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4141_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4142_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4143_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4144_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4145_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4146_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4147_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4148_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4149_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4150_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr4:clu_4151_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4152_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4153_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4154_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4155_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4156_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4157_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4158_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4159_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4160_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr4:clu_4161_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4162_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4163_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4164_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4165_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4166_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr4:clu_4167_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4168_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4169_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4170_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4171_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4172_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4173_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4174_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4175_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4176_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4177_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4178_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4179_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DCUN1D4
chr4:clu_4180_NA	Success	0.00049144525291922	1	0.974989550786101	1	DCUN1D4
chr4:clu_4181_NA	Success	0.00253336237500434	1	0.943253758823957	1	DCUN1D4
chr4:clu_4182_NA	Success	0.828759464521454	1	0.197938646281014	0.503610240059969	DCUN1D4
chr4:clu_4183_NA	Success	1.08442159201695	4	0.704737286308135	0.92533502465545	DCUN1D4
chr4:clu_4184_NA	Success	0.283151699490418	1	0.451731597673299	0.750397002671125	SGCB
chr4:clu_4185_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SPATA18
chr4:clu_4186_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SPATA18
chr4:clu_4187_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP46
chr4:clu_4188_NA	Success	2.38695307168109	1	0.0288941969897247	0.181162947213848	USP46
chr4:clu_4189_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP46
chr4:clu_4190_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RASL11B
chr4:clu_4191_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SCFD2
chr4:clu_4192_NA	Not enough valid samples	NA	NA	NA	NA	SCFD2
chr4:clu_4193_NA	Success	-0.142619641746307	2	1	1	FIP1L1
chr4:clu_4194_NA	Success	1.1134335452895	1	0.135628611784276	0.413816101733206	FIP1L1
chr4:clu_4195_NA	Success	0.585874181107101	2	0.556619063199198	0.833951393189953	FIP1L1
chr4:clu_4196_NA	Success	1.86578843314203	2	0.154774132710628	0.442618783978468	FIP1L1
chr4:clu_4197_NA	Success	3.48422957782986	2	0.0306773838639082	0.186244287432735	FIP1L1
chr4:clu_4198_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FIP1L1
chr4:clu_4199_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FIP1L1
chr4:clu_4200_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LNX1
chr4:clu_4201_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LNX1
chr4:clu_4202_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4203_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CHIC2
chr4:clu_4204_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CHIC2
chr4:clu_4205_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CHIC2
chr4:clu_4206_NA	Not enough valid samples	NA	NA	NA	NA	KIT
chr4:clu_4207_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIT
chr4:clu_4208_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMEM165
chr4:clu_4209_NA	Success	0.0179973064135766	1	0.84952661785786	0.999314606449285	TMEM165
chr4:clu_4210_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLOCK
chr4:clu_4211_NA	Success	1.13884243071436	1	0.131247661481284	0.406657671679613	CLOCK
chr4:clu_4212_NA	Success	4.43918725763936	1	0.00288568356309326	0.0504055495754516	CLOCK
chr4:clu_4213_NA	Success	0.0085879533962725	1	0.895730308637876	1	CLOCK
chr4:clu_4214_NA	Success	0.805487044032134	1	0.204354929391637	0.511922534439774	EXOC1
chr4:clu_4215_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EXOC1
chr4:clu_4216_NA	Success	2.06185398078571	1	0.0422862993113072	0.221623001450473	EXOC1
chr4:clu_4217_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EXOC1
chr4:clu_4218_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EXOC1
chr4:clu_4219_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EXOC1
chr4:clu_4220_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EXOC1
chr4:clu_4221_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CEP135
chr4:clu_4222_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA1211
chr4:clu_4223_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KIAA1211
chr4:clu_4224_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA1211
chr4:clu_4225_NA	Success	0.059099302740492	3	0.989567472640186	1	AASDH
chr4:clu_4226_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPAT
chr4:clu_4227_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PPAT
chr4:clu_4228_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PAICS
chr4:clu_4229_NA	Success	1.66886147009467	1	0.0677082489255923	0.289687310260979	PAICS
chr4:clu_4230_NA	Success	0.723364421067799	1	0.229053563564462	0.542778342076895	SRP72
chr4:clu_4231_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SRP72
chr4:clu_4232_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SRP72
chr4:clu_4233_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARL9
chr4:clu_4234_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARL9
chr4:clu_4235_NA	Success	2.40969904918842	2	0.0898423286257977	0.335502282230683	HOPX
chr4:clu_4236_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	POLR2B
chr4:clu_4237_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	POLR2B
chr4:clu_4238_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	POLR2B
chr4:clu_4239_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	POLR2B
chr4:clu_4240_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IGFBP7
chr4:clu_4241_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4242_NA	Success	4.77278339018005	2	0.00845680877249494	0.0901245469184298	LPHN3
chr4:clu_4243_NA	Success	6.3739827702957	6	0.0472175094661447	0.237622778251511	LPHN3
chr4:clu_4244_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LPHN3
chr4:clu_4245_NA	Success	1.97267474555156	2	0.139084343020349	0.419384045552676	LPHN3
chr4:clu_4246_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LPHN3
chr4:clu_4247_NA	Success	0.371784279691923	1	0.388520133837496	0.699016568696199	LPHN3
chr4:clu_4248_NA	Success	0.317888336162923	3	0.888195466839496	1	LPHN3
chr4:clu_4249_NA	Success	1.27182669262288	3	0.467453569294524	0.763201705045588	LPHN3
chr4:clu_4250_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-707A18.1
chr4:clu_4251_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-707A18.1
chr4:clu_4252_NA	Success	1.1754632582647	2	0.308675949875813	0.625402473598764	EPHA5
chr4:clu_4253_NA	Success	0.211981740010174	1	0.514965941148752	0.802947026684863	EPHA5
chr4:clu_4254_NA	Success	1.62324939980545	4	0.517453495552291	0.804748441316243	EPHA5
chr4:clu_4255_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr4:clu_4256_NA	Success	2.66828175769575	1	0.0208826004151804	0.15183605030939	CENPC
chr4:clu_4257_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CENPC
chr4:clu_4258_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CENPC
chr4:clu_4259_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CENPC
chr4:clu_4260_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CENPC
chr4:clu_4261_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CENPC
chr4:clu_4262_NA	Success	4.48938081980452	2	0.0112275935613688	0.107482971345089	CENPC
chr4:clu_4263_NA	Success	1.91062514218254	2	0.147987844228477	0.433715677500586	CENPC
chr4:clu_4264_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CENPC
chr4:clu_4265_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBA6
chr4:clu_4266_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBA6
chr4:clu_4267_NA	Success	0.0190871925649532	1	0.845093387725955	0.998100303580115	UBA6
chr4:clu_4268_NA	Success	0.0344702467280058	1	0.792885712001598	0.973323057211234	UBA6
chr4:clu_4269_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBA6
chr4:clu_4270_NA	Success	0.13477828819569	1	0.603629379752123	0.864425440573938	UBA6
chr4:clu_4271_NA	Success	0.318581726717895	1	0.424739822099836	0.73046465260635	UBA6-AS1
chr4:clu_4272_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBA6-AS1
chr4:clu_4273_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBA6-AS1
chr4:clu_4274_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	UBA6-AS1
chr4:clu_4275_NA	Success	0.0806542835088635	1	0.687954597639878	0.914690675479301	YTHDC1
chr4:clu_4276_NA	Success	0.562999024605197	1	0.288630574826473	0.606756244890688	YTHDC1
chr4:clu_4277_NA	Success	0.776939510619741	2	0.459811107078269	0.757193862290537	YTHDC1
chr4:clu_4278_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	YTHDC1
chr4:clu_4279_NA	Success	0.643179157895247	3	0.73237495045619	0.938050050437867	RUFY3
chr4:clu_4280_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RUFY3
chr4:clu_4281_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RUFY3
chr4:clu_4282_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RUFY3
chr4:clu_4283_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RUFY3
chr4:clu_4284_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4285_NA	Success	0.290193111568669	2	0.748119083178506	0.950176415421297	RUFY3
chr4:clu_4286_NA	Success	0.339996684470634	1	0.409589007510958	0.718423499805316	GRSF1
chr4:clu_4287_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GRSF1
chr4:clu_4288_NA	Success	0.526270313988334	1	0.304922682218718	0.621357112468433	GRSF1
chr4:clu_4289_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MOB1B
chr4:clu_4290_NA	Success	0.661514272027404	1	0.250049244197718	0.56379252921265	MOB1B
chr4:clu_4291_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MOB1B,DCK
chr4:clu_4292_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC4A4
chr4:clu_4293_NA	Not enough valid samples	NA	NA	NA	NA	SLC4A4
chr4:clu_4294_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC4A4
chr4:clu_4295_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC4A4
chr4:clu_4296_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC4A4
chr4:clu_4297_NA	Success	0.911383956818838	1	0.176984157375614	0.473669295170274	SLC4A4
chr4:clu_4298_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ADAMTS3
chr4:clu_4299_NA	Success	0.817198822249793	1	0.201095869924116	0.508575719011343	ADAMTS3
chr4:clu_4300_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ADAMTS3
chr4:clu_4301_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	COX18
chr4:clu_4302_NA	Success	0.385368288594236	1	0.379989282700726	0.692183207518366	ANKRD17
chr4:clu_4303_NA	Success	0.487741154249306	1	0.323316702326892	0.639550302934384	ANKRD17
chr4:clu_4304_NA	Success	2.02362561828522	3	0.256406846669749	0.570252668851641	ANKRD17
chr4:clu_4305_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANKRD17
chr4:clu_4306_NA	Success	1.59210521985324	2	0.203496755064983	0.511709291082212	ANKRD17
chr4:clu_4307_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANKRD17
chr4:clu_4308_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANKRD17
chr4:clu_4309_NA	Success	1.31889031842093	1	0.104349223960481	0.364327509321515	ANKRD17
chr4:clu_4310_NA	Not enough valid samples	NA	NA	NA	NA	MTHFD2L
chr4:clu_4311_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MTHFD2L
chr4:clu_4312_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MTHFD2L
chr4:clu_4313_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MTHFD2L
chr4:clu_4314_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BTC
chr4:clu_4315_NA	Success	0.381585687352981	1	0.38233786771484	0.693541532046438	PARM1
chr4:clu_4316_NA	Success	0.0285580717591074	1	0.811113461177018	0.982854636207621	RCHY1
chr4:clu_4317_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RCHY1
chr4:clu_4318_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RCHY1
chr4:clu_4319_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RCHY1
chr4:clu_4320_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	THAP6
chr4:clu_4321_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	THAP6
chr4:clu_4322_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CDKL2
chr4:clu_4323_NA	Success	1.07646799885447	3	0.541277900687168	0.822575218959341	CDKL2
chr4:clu_4324_NA	Success	0.01097690308859	1	0.882210052301104	1	CDKL2
chr4:clu_4325_NA	Success	0.0479586299643415	1	0.756785210647601	0.95400018867587	CDKL2
chr4:clu_4326_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4327_NA	Success	0.00552778618475713	1	0.916260369938175	1	G3BP2
chr4:clu_4328_NA	Success	0.130372528674343	2	0.877768376116163	1	G3BP2
chr4:clu_4329_NA	Success	-8.79951677608824	5	1	1	G3BP2
chr4:clu_4330_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USO1
chr4:clu_4331_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USO1
chr4:clu_4332_NA	Success	0.0489651039470118	1	0.754327747152288	0.953444112851564	USO1
chr4:clu_4333_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NAAA
chr4:clu_4334_NA	Success	1.55341071585406	2	0.211525289433561	0.519908144501903	NAAA
chr4:clu_4335_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NAAA
chr4:clu_4336_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SDAD1
chr4:clu_4337_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SDAD1
chr4:clu_4338_NA	Success	0.702016869219449	1	0.236049357243928	0.550605640933012	SDAD1
chr4:clu_4339_NA	Success	0.422268614376719	1	0.35810233704944	0.671563334809451	SDAD1
chr4:clu_4340_NA	Success	0.169662185317065	2	0.843949867103318	0.997673870518157	ART3
chr4:clu_4341_NA	Success	1.69693443074289	2	0.183244412329525	0.483411532794244	ART3
chr4:clu_4342_NA	Success	0.279094047428941	1	0.454991209228375	0.753194476176736	NUP54
chr4:clu_4343_NA	Not enough valid samples	NA	NA	NA	NA	NUP54
chr4:clu_4344_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SCARB2
chr4:clu_4345_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SCARB2
chr4:clu_4346_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4347_NA	Not enough valid samples	NA	NA	NA	NA	FAM47E
chr4:clu_4348_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM47E
chr4:clu_4349_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM47E
chr4:clu_4350_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC158
chr4:clu_4351_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCDC158
chr4:clu_4352_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCDC158
chr4:clu_4353_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCDC158
chr4:clu_4354_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCDC158
chr4:clu_4355_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCDC158
chr4:clu_4356_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCDC158
chr4:clu_4357_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SHROOM3
chr4:clu_4358_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SHROOM3
chr4:clu_4359_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-359D14.3
chr4:clu_4360_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SEPT11
chr4:clu_4361_NA	Success	2.76455689360364	4	0.237182182593923	0.551851667402767	SEPT11
chr4:clu_4362_NA	Success	1.89080790889784	2	0.150949805868077	0.437860332136607	CCNI
chr4:clu_4363_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCNI
chr4:clu_4364_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCNI
chr4:clu_4365_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CNOT6L
chr4:clu_4366_NA	Not enough valid samples	NA	NA	NA	NA	CNOT6L
chr4:clu_4367_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MRPL1
chr4:clu_4368_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MRPL1
chr4:clu_4369_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MRPL1
chr4:clu_4370_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MRPL1
chr4:clu_4371_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MRPL1
chr4:clu_4372_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FRAS1
chr4:clu_4373_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4374_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4375_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4376_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4377_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FRAS1
chr4:clu_4378_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FRAS1
chr4:clu_4379_NA	Success	0.433759831760085	1	0.351642887003868	0.665629882933901	FRAS1
chr4:clu_4380_NA	Success	2.90877599957628	1	0.015867013549041	0.12885673726759	FRAS1
chr4:clu_4381_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FRAS1
chr4:clu_4382_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FRAS1
chr4:clu_4383_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FRAS1
chr4:clu_4384_NA	Success	0.0949934973184554	1	0.662927441985458	0.899442403190198	FRAS1
