cluster	status	loglr	df	p	p.adjust	genes
chr6:clu_12352_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NKAIN2
chr6:clu_12353_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NKAIN2
chr6:clu_12354_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr6:clu_12355_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TPD52L1
chr6:clu_12356_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HDDC2
chr6:clu_12357_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HDDC2
chr6:clu_12358_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HDDC2
chr6:clu_12359_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NCOA7
chr6:clu_12360_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRMT11
chr6:clu_12361_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRMT11
chr6:clu_12362_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_12363_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_12364_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SOGA3,KIAA0408
chr6:clu_12365_NA	Success	4.23929861544536	1	0.00359349089921602	0.0229862965340913	KIAA0408,SOGA3
chr6:clu_12366_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTPRK
chr6:clu_12367_NA	Success	0.00400400261480627	1	0.928694520258081	1	PTPRK
chr6:clu_12368_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTPRK
chr6:clu_12369_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTPRK
chr6:clu_12370_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PTPRK
chr6:clu_12371_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP1-69D17.4
chr6:clu_12372_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP1-69D17.4
chr6:clu_12373_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARHGAP18
chr6:clu_12374_NA	Success	6.68791007777622	1	0.000254889142869776	0.00249442793663157	EPB41L2
chr6:clu_12375_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EPB41L2
chr6:clu_12376_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EPB41L2
chr6:clu_12377_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EPB41L2
chr6:clu_12378_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EPB41L2
chr6:clu_12379_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EPB41L2
chr6:clu_12380_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AKAP7
chr6:clu_12381_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AKAP7
chr6:clu_12382_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MED23
chr6:clu_12383_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STX7
chr6:clu_12384_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RPS12
chr6:clu_12385_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EYA4
chr6:clu_12386_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EYA4
chr6:clu_12387_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TBPL1
chr6:clu_12388_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC2A12
chr6:clu_12389_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SGK1
chr6:clu_12390_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HBS1L
chr6:clu_12391_NA	Success	1.37556783110381	1	0.0971853774574275	0.268785645383465	AHI1
chr6:clu_12392_NA	Success	-6.25662930531234e-06	1	1	1	AHI1
chr6:clu_12393_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AHI1
chr6:clu_12394_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AHI1
chr6:clu_12395_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AHI1
chr6:clu_12396_NA	Success	1.10999761079165	1	0.136233481287348	0.329087206907201	AHI1
chr6:clu_12397_NA	Success	0.522897133922015	1	0.306477697015494	0.56965393270444	AHI1
chr6:clu_12398_NA	Success	0.00282792570746437	1	0.94005129204118	1	AHI1
chr6:clu_12399_NA	Success	1.33475348344217	1	0.102287706177306	0.278855770411941	BCLAF1
chr6:clu_12400_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BCLAF1
chr6:clu_12401_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BCLAF1
chr6:clu_12402_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BCLAF1
chr6:clu_12403_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP7
chr6:clu_12404_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP7
chr6:clu_12405_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP7
chr6:clu_12406_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP7
chr6:clu_12407_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP7
chr6:clu_12408_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP3K5
chr6:clu_12409_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP3K5
chr6:clu_12410_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PEX7
chr6:clu_12411_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NHSL1
chr6:clu_12412_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-390P2.4
chr6:clu_12413_NA	Not enough valid samples	NA	NA	NA	NA	REPS1
chr6:clu_12414_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	REPS1
chr6:clu_12415_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	REPS1
chr6:clu_12416_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	REPS1
chr6:clu_12417_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HIVEP2
chr6:clu_12418_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HIVEP2
chr6:clu_12419_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HIVEP2
chr6:clu_12420_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AIG1
chr6:clu_12421_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PHACTR2
chr6:clu_12422_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PLAGL1
chr6:clu_12423_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UTRN
chr6:clu_12424_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UTRN
chr6:clu_12425_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UTRN
chr6:clu_12426_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UTRN
chr6:clu_12427_NA	<=1 sample with coverage>0	NA	NA	NA	NA	UTRN
chr6:clu_12428_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SHPRH
chr6:clu_12429_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STXBP5-AS1
chr6:clu_12430_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STXBP5-AS1
chr6:clu_12431_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STXBP5
chr6:clu_12432_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SASH1
chr6:clu_12433_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SASH1
chr6:clu_12434_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TAB2
chr6:clu_12435_NA	Success	-2.71676726981696e-06	1	1	1	GINM1
chr6:clu_12436_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KATNA1
chr6:clu_12437_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LATS1
chr6:clu_12438_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PCMT1
chr6:clu_12439_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LRP11
chr6:clu_12440_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MTHFD1L
chr6:clu_12441_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNE1
chr6:clu_12442_NA	Not enough valid samples	NA	NA	NA	NA	SYNE1
chr6:clu_12443_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNE1
chr6:clu_12444_NA	Success	0.828022580450352	1	0.198138145372835	0.432129859908374	SYNE1
chr6:clu_12445_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNE1
chr6:clu_12446_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNE1
chr6:clu_12447_NA	Success	0.0360877357902041	1	0.788195237389814	1	SYNE1
chr6:clu_12448_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNE1
chr6:clu_12449_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNE1
chr6:clu_12450_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNE1
chr6:clu_12451_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNE1
chr6:clu_12452_NA	Success	0.0229631161955695	1	0.830309948055002	1	SYNE1
chr6:clu_12453_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNE1
chr6:clu_12454_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNE1
chr6:clu_12455_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNE1
chr6:clu_12456_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNE1
chr6:clu_12457_NA	Success	-0.140745540478406	1	1	1	SYNE1
chr6:clu_12458_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNE1
chr6:clu_12459_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNE1
chr6:clu_12460_NA	Success	2.77746874543504	1	0.0184286310318967	0.0817859788043479	SYNE1
chr6:clu_12461_NA	Success	2.00997104019893	2	0.133992555010355	0.326301431977608	SYNE1
chr6:clu_12462_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VIP
chr6:clu_12463_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IPCEF1
chr6:clu_12464_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SCAF8
chr6:clu_12465_NA	Success	11.5980764411504	1	1.46289691024339e-06	3.35003392445736e-05	SCAF8
chr6:clu_12466_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TFB1M
chr6:clu_12467_NA	Success	3.16518977921115	1	0.0118686913708668	0.0578283047644361	ARID1B
chr6:clu_12468_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARID1B
chr6:clu_12469_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARID1B
chr6:clu_12470_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr6:clu_12471_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNJ2
chr6:clu_12472_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNJ2
chr6:clu_12473_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNJ2
chr6:clu_12474_NA	Not enough valid samples	NA	NA	NA	NA	RP11-732M18.3
chr6:clu_12475_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TULP4
chr6:clu_12476_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMEM181
chr6:clu_12477_NA	<=1 sample with coverage>0	NA	NA	NA	NA	SOD2
chr6:clu_12478_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_12479_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TCP1
chr6:clu_12480_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_12481_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IGF2R
chr6:clu_12482_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AGPAT4
chr6:clu_12483_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AGPAT4
chr6:clu_12484_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PARK2
chr6:clu_12485_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PARK2
chr6:clu_12486_NA	Success	0.410436404174106	1	0.364925100742227	0.635980578919102	QKI
chr6:clu_12487_NA	Success	4.51545931366377	1	0.00265451051089676	0.0182000870357892	QKI
chr6:clu_12488_NA	Success	1.56972873620361	1	0.0764192235229034	0.229658821348358	QKI
chr6:clu_12489_NA	Success	-3.90842588614328	2	1	1	QKI
chr6:clu_12490_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PDE10A
chr6:clu_12491_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SFT2D1
chr6:clu_12492_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RPS6KA2
chr6:clu_12493_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RPS6KA2
chr6:clu_12494_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr6:clu_12495_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-514O12.4,RNASET2
chr6:clu_12496_NA	Not enough valid samples	NA	NA	NA	NA	RP11-514O12.4,RNASET2
chr6:clu_12497_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FGFR1OP
chr6:clu_12498_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FGFR1OP
chr6:clu_12499_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FGFR1OP
chr6:clu_12500_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr6:clu_12501_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_12502_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_12503_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MLLT4
chr6:clu_12504_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MLLT4
chr6:clu_12505_NA	Not enough valid samples	NA	NA	NA	NA	MLLT4
chr6:clu_12506_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MLLT4
chr6:clu_12507_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_12508_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_12509_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr6:clu_12510_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_12511_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WDR27
chr6:clu_12512_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PHF10
chr6:clu_12513_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ERMARD
chr6:clu_12514_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM120B
chr6:clu_12515_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM120B
chr6:clu_12516_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PSMB1
chr7:clu_1965_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr7:clu_1966_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PDGFA
chr7:clu_1967_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SUN1
chr7:clu_1968_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SUN1
chr7:clu_1969_NA	Not enough valid samples	NA	NA	NA	NA	SUN1
chr7:clu_1970_NA	Not enough valid samples	NA	NA	NA	NA	SUN1
chr7:clu_1971_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr7:clu_1972_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C7orf50
chr7:clu_1973_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MICALL2
chr7:clu_1974_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAD1L1
chr7:clu_1975_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EIF3B
chr7:clu_1976_NA	<=1 sample with coverage>0	NA	NA	NA	NA	BRAT1
chr7:clu_1977_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BRAT1
chr7:clu_1978_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IQCE
chr7:clu_1979_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IQCE
chr7:clu_1980_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TTYH3
chr7:clu_1981_NA	<=1 sample with coverage>0	NA	NA	NA	NA	AMZ1
chr7:clu_1982_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GNA12
chr7:clu_1983_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF216P1,RBAK-RBAKDN,RBAK
chr7:clu_1984_NA	Not enough valid samples	NA	NA	NA	NA	WIPI2
chr7:clu_1985_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WIPI2
chr7:clu_1986_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC29A4
chr7:clu_1987_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC29A4
chr7:clu_1988_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC29A4
chr7:clu_1989_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TNRC18
chr7:clu_1990_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TNRC18
chr7:clu_1991_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TNRC18
chr7:clu_1992_NA	Success	2.37015383529132	1	0.0294638015244529	0.119208666945225	ACTB
chr7:clu_1993_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ACTB
chr7:clu_1994_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF216
chr7:clu_1995_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF216
chr7:clu_1996_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF216
chr7:clu_1997_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PMS2
chr7:clu_1998_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EIF2AK1
chr7:clu_1999_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CYTH3
chr7:clu_2000_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DAGLB
chr7:clu_2001_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PMS2CL
chr7:clu_2002_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MIOS
chr7:clu_2003_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GLCCI1,RPA3-AS1
chr7:clu_2004_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GLCCI1
chr7:clu_2005_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GLCCI1
chr7:clu_2006_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ICA1
chr7:clu_2007_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ICA1
chr7:clu_2008_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ICA1
chr7:clu_2009_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ICA1
chr7:clu_2010_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NDUFA4
chr7:clu_2011_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NDUFA4
chr7:clu_2012_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PHF14
chr7:clu_2013_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PHF14
chr7:clu_2014_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PHF14
chr7:clu_2015_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	THSD7A
chr7:clu_2016_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARL4A
chr7:clu_2017_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC011288.2
chr7:clu_2018_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr7:clu_2019_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ETV1
chr7:clu_2020_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ETV1
chr7:clu_2021_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ETV1
chr7:clu_2022_NA	Success	12.7081229163432	4	4.14868376700833e-05	0.000558852107438181	DGKB
chr7:clu_2023_NA	Success	4.67923216796589	1	0.00221958035876417	0.0163962549082901	DGKB
chr7:clu_2024_NA	Success	0.666565522439669	1	0.248248964619938	0.501314046719274	DGKB
chr7:clu_2025_NA	Not enough valid samples	NA	NA	NA	NA	DGKB
chr7:clu_2026_NA	Success	10.4872363866819	1	4.65443912076366e-06	8.07474665647635e-05	DGKB
chr7:clu_2027_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNX13
chr7:clu_2028_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNX13
chr7:clu_2029_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HDAC9
chr7:clu_2030_NA	Not enough valid samples	NA	NA	NA	NA	HDAC9
chr7:clu_2031_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HDAC9
chr7:clu_2032_NA	Not enough valid samples	NA	NA	NA	NA	HDAC9
chr7:clu_2033_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HDAC9
chr7:clu_2034_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HDAC9
chr7:clu_2035_NA	<=1 sample with coverage>0	NA	NA	NA	NA	TMEM196
chr7:clu_2036_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ITGB8
chr7:clu_2037_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SP4
chr7:clu_2038_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CDCA7L
chr7:clu_2039_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RAPGEF5
chr7:clu_2040_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RAPGEF5
chr7:clu_2041_NA	Success	0.921484504941645	1	0.174603359456986	0.392771800743122	RAPGEF5
chr7:clu_2042_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STEAP1B,RAPGEF5
chr7:clu_2043_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KLHL7
chr7:clu_2044_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NUPL2
chr7:clu_2045_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MPP6
chr7:clu_2046_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OSBPL3
chr7:clu_2047_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OSBPL3
chr7:clu_2048_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OSBPL3
chr7:clu_2049_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HNRNPA2B1
chr7:clu_2050_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HNRNPA2B1
chr7:clu_2051_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HNRNPA2B1
chr7:clu_2052_NA	Success	0.155479991825359	2	0.856004203839193	1	HNRNPA2B1
chr7:clu_2053_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNX10
chr7:clu_2054_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HIBADH
chr7:clu_2055_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TAX1BP1
